employee_id,score,pillar_code,year
100337,3.0,GDR,2021
100338,4.0,GDR,2021
100339,2.0,GDR,2021
100340,3.0,GDR,2021
100341,3.0,GDR,2021
100342,2.0,GDR,2021
100343,2.0,GDR,2021
100344,4.0,GDR,2021
100345,3.3028793097682505,GDR,2021
100346,2.0,GDR,2021
100347,3.0,GDR,2021
100348,5.0,GDR,2021
100349,4.0,GDR,2021
100350,5.0,GDR,2021
100351,2.0,GDR,2021
100352,3.3028793097682505,GDR,2021
100353,3.0,GDR,2021
100354,3.0,GDR,2021
100355,3.0,GDR,2021
100356,3.3028793097682505,GDR,2021
100357,3.0,GDR,2021
100358,4.0,GDR,2021
100359,3.0,GDR,2021
100360,3.3028793097682505,GDR,2021
100361,4.0,GDR,2021
100362,3.3028793097682505,GDR,2021
100363,3.0,GDR,2021
100364,3.0,GDR,2021
100365,3.0,GDR,2021
100366,3.0,GDR,2021
100367,4.0,GDR,2021
100368,5.0,GDR,2021
100369,3.0,GDR,2021
100370,4.0,GDR,2021
100371,3.0,GDR,2021
100372,3.3028793097682505,GDR,2021
100373,2.0,GDR,2021
100374,3.3028793097682505,GDR,2021
100375,1.0,GDR,2021
100376,3.0,GDR,2021
100377,1.0,GDR,2021
100378,3.3028793097682505,GDR,2021
100379,2.0,GDR,2021
100380,2.0,GDR,2021
100381,4.0,GDR,2021
100382,0.0,GDR,2021
100383,3.0,GDR,2021
100384,3.0,GDR,2021
100385,3.0,GDR,2021
100386,2.0,GDR,2021
100387,4.0,GDR,2021
100388,3.0,GDR,2021
100389,3.0,GDR,2021
100390,1.0,GDR,2021
100391,4.0,GDR,2021
100392,3.3028793097682505,GDR,2021
100393,3.0,GDR,2021
100394,1.0,GDR,2021
100395,5.0,GDR,2021
100396,4.0,GDR,2021
100397,4.0,GDR,2021
100398,1.0,GDR,2021
100399,3.0,GDR,2021
100400,2.0,GDR,2021
100401,3.0,GDR,2021
100402,3.0,GDR,2021
100403,3.0,GDR,2021
100404,3.0,GDR,2021
100405,4.0,GDR,2021
100406,4.0,GDR,2021
100407,3.0,GDR,2021
100408,4.0,GDR,2021
100409,3.0,GDR,2021
100410,2.0,GDR,2021
100411,2.0,GDR,2021
100412,2.0,GDR,2021
100413,5.0,GDR,2021
100414,4.0,GDR,2021
100415,3.0,GDR,2021
100416,3.3028793097682505,GDR,2021
100417,3.0,GDR,2021
100418,5.0,GDR,2021
100419,5.0,GDR,2021
100420,3.3028793097682505,GDR,2021
100421,3.0,GDR,2021
100422,4.0,GDR,2021
100423,3.3028793097682505,GDR,2021
100424,3.3028793097682505,GDR,2021
100425,4.0,GDR,2021
100426,3.0,GDR,2021
100427,3.0,GDR,2021
100428,2.0,GDR,2021
100429,4.0,GDR,2021
100430,6.0,GDR,2021
100431,2.0,GDR,2021
100432,2.0,GDR,2021
100433,3.3028793097682505,GDR,2021
100434,5.0,GDR,2021
100435,4.0,GDR,2021
100436,4.0,GDR,2021
100437,3.0,GDR,2021
100438,4.0,GDR,2021
100439,5.0,GDR,2021
100440,3.3028793097682505,GDR,2021
100441,4.0,GDR,2021
100442,3.0,GDR,2021
100443,1.0,GDR,2021
100444,99.0,GDR,2021
100445,2.0,GDR,2021
100446,1.0,GDR,2021
100447,3.3028793097682505,GDR,2021
100448,1.0,GDR,2021
100449,4.0,GDR,2021
100450,3.3028793097682505,GDR,2021
100451,1.0,GDR,2021
100452,2.0,GDR,2021
100453,3.0,GDR,2021
100454,3.3028793097682505,GDR,2021
100455,3.0,GDR,2021
100456,5.0,GDR,2021
100457,3.0,GDR,2021
100458,2.0,GDR,2021
100459,5.0,GDR,2021
100460,2.0,GDR,2021
100461,2.0,GDR,2021
100462,3.0,GDR,2021
100463,4.0,GDR,2021
100464,5.0,GDR,2021
100465,5.0,GDR,2021
100466,3.0,GDR,2021
100467,3.3028793097682505,GDR,2021
100468,3.0,GDR,2021
100469,2.0,GDR,2021
100470,3.0,GDR,2021
100471,1.0,GDR,2021
100472,3.0,GDR,2021
100473,3.3028793097682505,GDR,2021
100474,2.0,GDR,2021
100475,3.0,GDR,2021
100476,3.0,GDR,2021
100477,2.0,GDR,2021
100478,5.0,GDR,2021
100479,3.3028793097682505,GDR,2021
100480,1.0,GDR,2021
100481,2.0,GDR,2021
100482,3.0,GDR,2021
100483,3.3028793097682505,GDR,2021
100484,4.0,GDR,2021
100485,3.3028793097682505,GDR,2021
100486,3.3028793097682505,GDR,2021
100487,3.0,GDR,2021
100488,3.0,GDR,2021
100489,3.3028793097682505,GDR,2021
100490,5.0,GDR,2021
100491,2.0,GDR,2021
100492,3.0,GDR,2021
100493,3.0,GDR,2021
100494,3.0,GDR,2021
100495,3.0,GDR,2021
100496,3.0,GDR,2021
100497,5.0,GDR,2021
100498,4.0,GDR,2021
100499,5.0,GDR,2021
100500,3.3028793097682505,GDR,2021
100501,1.0,GDR,2021
100502,3.0,GDR,2021
100503,1.0,GDR,2021
100504,2.0,GDR,2021
100505,5.0,GDR,2021
100506,3.0,GDR,2021
100507,4.0,GDR,2021
100508,4.0,GDR,2021
100509,3.0,GDR,2021
100510,4.0,GDR,2021
100511,5.0,GDR,2021
100512,3.0,GDR,2021
100513,3.3028793097682505,GDR,2021
100514,2.0,GDR,2021
100515,1.0,GDR,2021
100516,4.0,GDR,2021
100517,4.0,GDR,2021
100518,2.0,GDR,2021
100519,3.0,GDR,2021
100520,2.0,GDR,2021
100521,5.0,GDR,2021
100522,2.0,GDR,2021
100523,2.0,GDR,2021
100524,3.3028793097682505,GDR,2021
100525,3.3028793097682505,GDR,2021
100526,4.0,GDR,2021
100527,3.0,GDR,2021
100528,3.3028793097682505,GDR,2021
100529,3.0,GDR,2021
100530,5.0,GDR,2021
100531,3.3028793097682505,GDR,2021
100532,5.0,GDR,2021
100533,3.3028793097682505,GDR,2021
100534,3.3028793097682505,GDR,2021
100535,3.0,GDR,2021
100536,2.0,GDR,2021
100537,1.0,GDR,2021
100538,5.0,GDR,2021
100539,3.3028793097682505,GDR,2021
100540,5.0,GDR,2021
100541,4.0,GDR,2021
100542,2.0,GDR,2021
100543,3.3028793097682505,GDR,2021
100544,3.3028793097682505,GDR,2021
100545,2.0,GDR,2021
100546,1.0,GDR,2021
100547,3.0,GDR,2021
100548,4.0,GDR,2021
100549,3.3028793097682505,GDR,2021
100550,5.0,GDR,2021
100551,4.0,GDR,2021
100552,2.0,GDR,2021
100553,5.0,GDR,2021
100554,3.0,GDR,2021
100555,3.3028793097682505,GDR,2021
100556,1.0,GDR,2021
100557,3.0,GDR,2021
100558,2.0,GDR,2021
100559,3.0,GDR,2021
100560,2.0,GDR,2021
100561,3.3028793097682505,GDR,2021
100562,5.0,GDR,2021
100563,3.3028793097682505,GDR,2021
100564,4.0,GDR,2021
100565,4.0,GDR,2021
100566,4.0,GDR,2021
100567,4.0,GDR,2021
100568,3.0,GDR,2021
100569,2.0,GDR,2021
100570,2.0,GDR,2021
100571,1.0,GDR,2021
100572,4.0,GDR,2021
100573,3.3028793097682505,GDR,2021
100574,2.0,GDR,2021
100575,3.3028793097682505,GDR,2021
100576,3.0,GDR,2021
100577,3.0,GDR,2021
100578,4.0,GDR,2021
100579,3.0,GDR,2021
100580,4.0,GDR,2021
100581,5.0,GDR,2021
100582,3.0,GDR,2021
100583,1.0,GDR,2021
100584,3.0,GDR,2021
100585,3.3028793097682505,GDR,2021
100586,3.0,GDR,2021
100587,3.0,GDR,2021
100588,3.0,GDR,2021
100589,3.0,GDR,2021
100590,1.0,GDR,2021
100591,4.0,GDR,2021
100592,4.0,GDR,2021
100593,3.3028793097682505,GDR,2021
100594,3.0,GDR,2021
100595,3.3028793097682505,GDR,2021
100596,2.0,GDR,2021
100597,4.0,GDR,2021
100598,4.0,GDR,2021
100599,3.3028793097682505,GDR,2021
100600,3.3028793097682505,GDR,2021
100601,2.0,GDR,2021
100602,3.0,GDR,2021
100603,3.0,GDR,2021
100604,3.3028793097682505,GDR,2021
100605,3.0,GDR,2021
100606,3.0,GDR,2021
100607,4.0,GDR,2021
100608,3.3028793097682505,GDR,2021
100609,2.0,GDR,2021
100610,3.3028793097682505,GDR,2021
100611,3.0,GDR,2021
100612,2.0,GDR,2021
100613,3.3028793097682505,GDR,2021
100614,2.0,GDR,2021
100615,4.0,GDR,2021
100616,4.0,GDR,2021
100617,1.0,GDR,2021
100618,3.0,GDR,2021
100619,5.0,GDR,2021
100620,1.0,GDR,2021
100621,4.0,GDR,2021
100622,3.3028793097682505,GDR,2021
100623,2.0,GDR,2021
100624,4.0,GDR,2021
100625,3.0,GDR,2021
100626,3.3028793097682505,GDR,2021
100627,3.3028793097682505,GDR,2021
100628,3.3028793097682505,GDR,2021
100629,4.0,GDR,2021
100630,3.3028793097682505,GDR,2021
100631,4.0,GDR,2021
100632,5.0,GDR,2021
100633,3.3028793097682505,GDR,2021
100634,1.0,GDR,2021
100635,3.3028793097682505,GDR,2021
100636,3.0,GDR,2021
100637,5.0,GDR,2021
100638,4.0,GDR,2021
100639,3.0,GDR,2021
100640,3.3028793097682505,GDR,2021
100641,2.0,GDR,2021
100642,5.0,GDR,2021
100643,4.0,GDR,2021
100644,5.0,GDR,2021
100645,3.0,GDR,2021
100646,5.0,GDR,2021
100647,5.0,GDR,2021
100648,3.3028793097682505,GDR,2021
100649,2.0,GDR,2021
100650,3.3028793097682505,GDR,2021
100651,2.0,GDR,2021
100652,4.0,GDR,2021
100653,3.3028793097682505,GDR,2021
100654,3.0,GDR,2021
100655,5.0,GDR,2021
100656,3.0,GDR,2021
100657,2.0,GDR,2021
100658,4.0,GDR,2021
100659,4.0,GDR,2021
100660,5.0,GDR,2021
100661,3.0,GDR,2021
100662,6.0,GDR,2021
100663,4.0,GDR,2021
100664,3.3028793097682505,GDR,2021
100665,4.0,GDR,2021
100666,3.0,GDR,2021
100667,4.0,GDR,2021
100668,3.3028793097682505,GDR,2021
100669,5.0,GDR,2021
100670,2.0,GDR,2021
100671,3.0,GDR,2021
100672,1.0,GDR,2021
100673,3.3028793097682505,GDR,2021
100674,3.0,GDR,2021
100675,4.0,GDR,2021
100676,1.0,GDR,2021
100677,3.3028793097682505,GDR,2021
100678,3.0,GDR,2021
100679,3.0,GDR,2021
100680,3.0,GDR,2021
100681,4.0,GDR,2021
100682,2.0,GDR,2021
100683,2.0,GDR,2021
100684,4.0,GDR,2021
100685,4.0,GDR,2021
100686,3.0,GDR,2021
100687,3.0,GDR,2021
100688,3.0,GDR,2021
100689,3.3028793097682505,GDR,2021
100690,4.0,GDR,2021
100691,4.0,GDR,2021
100692,4.0,GDR,2021
100693,1.0,GDR,2021
100694,4.0,GDR,2021
100695,3.3028793097682505,GDR,2021
100696,2.0,GDR,2021
100697,4.0,GDR,2021
100698,3.3028793097682505,GDR,2021
100699,3.3028793097682505,GDR,2021
100700,5.0,GDR,2021
100701,3.0,GDR,2021
100702,4.0,GDR,2021
100703,2.0,GDR,2021
100704,2.0,GDR,2021
100705,3.3028793097682505,GDR,2021
100706,4.0,GDR,2021
100707,2.0,GDR,2021
100708,5.0,GDR,2021
100709,4.0,GDR,2021
100710,5.0,GDR,2021
100711,3.3028793097682505,GDR,2021
100712,3.0,GDR,2021
100713,1.0,GDR,2021
100714,5.0,GDR,2021
100715,2.0,GDR,2021
100716,4.0,GDR,2021
100717,3.0,GDR,2021
100718,3.0,GDR,2021
100719,3.3028793097682505,GDR,2021
100720,3.0,GDR,2021
100721,4.0,GDR,2021
100722,4.0,GDR,2021
100723,5.0,GDR,2021
100724,5.0,GDR,2021
100725,5.0,GDR,2021
100726,3.3028793097682505,GDR,2021
100727,3.0,GDR,2021
100728,3.0,GDR,2021
100729,3.3028793097682505,GDR,2021
100730,2.0,GDR,2021
100731,3.3028793097682505,GDR,2021
100732,4.0,GDR,2021
100733,3.0,GDR,2021
100734,3.3028793097682505,GDR,2021
100735,4.0,GDR,2021
100736,3.3028793097682505,GDR,2021
100737,3.3028793097682505,GDR,2021
100738,4.0,GDR,2021
100739,1.0,GDR,2021
100740,3.0,GDR,2021
100741,5.0,GDR,2021
100742,5.0,GDR,2021
100743,3.3028793097682505,GDR,2021
100744,5.0,GDR,2021
100745,3.3028793097682505,GDR,2021
100746,5.0,GDR,2021
100747,4.0,GDR,2021
100748,2.0,GDR,2021
100749,4.0,GDR,2021
100750,1.0,GDR,2021
100751,5.0,GDR,2021
100752,2.0,GDR,2021
100753,4.0,GDR,2021
100754,3.0,GDR,2021
100755,4.0,GDR,2021
100756,3.3028793097682505,GDR,2021
100757,4.0,GDR,2021
100758,5.0,GDR,2021
100759,3.0,GDR,2021
100760,3.0,GDR,2021
100761,2.0,GDR,2021
100762,3.3028793097682505,GDR,2021
100763,2.0,GDR,2021
100764,3.3028793097682505,GDR,2021
100765,2.0,GDR,2021
100766,3.3028793097682505,GDR,2021
100767,3.3028793097682505,GDR,2021
100768,5.0,GDR,2021
100769,4.0,GDR,2021
100770,3.0,GDR,2021
100771,4.0,GDR,2021
100772,3.0,GDR,2021
100773,3.3028793097682505,GDR,2021
100774,3.3028793097682505,GDR,2021
100775,4.0,GDR,2021
100776,3.0,GDR,2021
100777,4.0,GDR,2021
100778,3.0,GDR,2021
100779,4.0,GDR,2021
100780,3.3028793097682505,GDR,2021
100781,5.0,GDR,2021
100782,3.0,GDR,2021
100783,1.0,GDR,2021
100784,1.0,GDR,2021
100785,2.0,GDR,2021
100786,3.0,GDR,2021
100787,3.0,GDR,2021
100788,2.0,GDR,2021
100789,4.0,GDR,2021
100790,3.0,GDR,2021
100791,4.0,GDR,2021
100792,3.3028793097682505,GDR,2021
100793,3.3028793097682505,GDR,2021
100794,3.0,GDR,2021
100795,4.0,GDR,2021
100796,2.0,GDR,2021
100797,0.0,GDR,2021
100798,3.0,GDR,2021
100799,1.0,GDR,2021
100800,3.3028793097682505,GDR,2021
100801,5.0,GDR,2021
100802,3.0,GDR,2021
100803,4.0,GDR,2021
100804,2.0,GDR,2021
100805,1.0,GDR,2021
100806,3.3028793097682505,GDR,2021
100807,4.0,GDR,2021
100808,4.0,GDR,2021
100809,4.0,GDR,2021
100810,3.0,GDR,2021
100811,4.0,GDR,2021
100812,4.0,GDR,2021
100813,3.0,GDR,2021
100814,1.0,GDR,2021
100815,4.0,GDR,2021
100816,2.0,GDR,2021
100817,3.3028793097682505,GDR,2021
100818,3.0,GDR,2021
100819,3.0,GDR,2021
100820,3.3028793097682505,GDR,2021
100821,3.0,GDR,2021
100822,2.0,GDR,2021
100823,3.3028793097682505,GDR,2021
100824,2.0,GDR,2021
100825,2.0,GDR,2021
100826,2.0,GDR,2021
100827,5.0,GDR,2021
100828,3.3028793097682505,GDR,2021
100829,2.0,GDR,2021
100830,3.3028793097682505,GDR,2021
100831,3.3028793097682505,GDR,2021
100832,2.0,GDR,2021
100833,3.3028793097682505,GDR,2021
100834,3.3028793097682505,GDR,2021
100835,4.0,GDR,2021
100836,2.0,GDR,2021
100837,3.3028793097682505,GDR,2021
100838,1.0,GDR,2021
100839,1.0,GDR,2021
100840,2.0,GDR,2021
100841,2.0,GDR,2021
100842,3.0,GDR,2021
100843,2.0,GDR,2021
100844,4.0,GDR,2021
100845,3.3028793097682505,GDR,2021
100846,2.0,GDR,2021
100847,4.0,GDR,2021
100848,2.0,GDR,2021
100849,3.0,GDR,2021
100850,4.0,GDR,2021
100851,3.3028793097682505,GDR,2021
100852,4.0,GDR,2021
100853,3.0,GDR,2021
100854,3.0,GDR,2021
100855,3.3028793097682505,GDR,2021
100856,5.0,GDR,2021
100857,1.0,GDR,2021
100858,3.0,GDR,2021
100859,3.0,GDR,2021
100860,3.0,GDR,2021
100861,3.0,GDR,2021
100862,2.0,GDR,2021
100863,3.3028793097682505,GDR,2021
100864,2.0,GDR,2021
100865,3.3028793097682505,GDR,2021
100866,3.0,GDR,2021
100867,2.0,GDR,2021
100868,2.0,GDR,2021
100869,1.0,GDR,2021
100870,3.0,GDR,2021
100871,3.3028793097682505,GDR,2021
100872,4.0,GDR,2021
100873,3.3028793097682505,GDR,2021
100874,4.0,GDR,2021
100875,3.0,GDR,2021
100876,3.0,GDR,2021
100877,1.0,GDR,2021
100878,4.0,GDR,2021
100879,3.3028793097682505,GDR,2021
100880,3.3028793097682505,GDR,2021
100881,3.3028793097682505,GDR,2021
100882,3.3028793097682505,GDR,2021
100883,2.0,GDR,2021
100884,5.0,GDR,2021
100885,3.0,GDR,2021
100886,4.0,GDR,2021
100887,5.0,GDR,2021
100888,2.0,GDR,2021
100889,4.0,GDR,2021
100890,3.3028793097682505,GDR,2021
100891,4.0,GDR,2021
100892,3.3028793097682505,GDR,2021
100893,5.0,GDR,2021
100894,3.3028793097682505,GDR,2021
100895,1.0,GDR,2021
100896,3.0,GDR,2021
100897,1.0,GDR,2021
100898,4.0,GDR,2021
100899,3.0,GDR,2021
100900,4.0,GDR,2021
100901,3.0,GDR,2021
100902,2.0,GDR,2021
100903,4.0,GDR,2021
100904,3.3028793097682505,GDR,2021
100905,4.0,GDR,2021
100906,1.0,GDR,2021
100907,4.0,GDR,2021
100908,1.0,GDR,2021
100909,3.0,GDR,2021
100910,3.0,GDR,2021
100911,3.3028793097682505,GDR,2021
100912,5.0,GDR,2021
100913,4.0,GDR,2021
100914,2.0,GDR,2021
100915,4.0,GDR,2021
100916,2.0,GDR,2021
100917,3.0,GDR,2021
100918,3.3028793097682505,GDR,2021
100919,1.0,GDR,2021
100920,3.3028793097682505,GDR,2021
100921,3.3028793097682505,GDR,2021
100922,3.0,GDR,2021
100923,6.0,GDR,2021
100924,2.0,GDR,2021
