employee_id,directorate,role,grade,tgv_name,tv_name,baseline_score,user_score,tv_match_rate,tgv_match_rate,final_match_rate
100010,HR & Corp Affairs,HRBP,D3,Motivation & Drive,pauli,63.50,43.00,67.72,67.72,73.07
100010,HR & Corp Affairs,HRBP,D3,PAPI General Score,papi_score_tv,5.00,4.95,98.99,98.99,73.07
100010,HR & Corp Affairs,HRBP,D3,Social Orientation & Collaboration,faxtor,59.00,61.00,103.39,103.39,73.07
100010,HR & Corp Affairs,HRBP,D3,Top Strength Theme,strength_theme,0,Activator,0.00,0.00,73.07
100011,Technology,Finance Officer,S1,Cognitive Complexity & Problem-Solving,gtq,27.46,31.00,112.87,131.23,75.93
100011,Technology,Finance Officer,S1,Cognitive Complexity & Problem-Solving,iq,109.51,125.00,114.14,131.23,75.93
100011,Technology,Finance Officer,S1,Cognitive Complexity & Problem-Solving,tiki,6.00,10.00,166.67,131.23,75.93
100011,Technology,Finance Officer,S1,Core Competencies,avg_competency_score_tv,3.39,3.38,99.96,99.96,75.93
100011,Technology,Finance Officer,S1,Motivation & Drive,pauli,63.50,45.00,70.87,70.87,75.93
100011,Technology,Finance Officer,S1,PAPI General Score,papi_score_tv,5.00,5.05,100.99,100.99,75.93
100011,Technology,Finance Officer,S1,Social Orientation & Collaboration,faxtor,59.00,31.00,52.54,52.54,75.93
100011,Technology,Finance Officer,S1,Top Strength Theme,strength_theme,0,Empathy,0.00,0.00,75.93
100012,Commercial,Data Analyst,SMA,Cognitive Complexity & Problem-Solving,gtq,27.46,43.00,156.56,140.62,92.34
100012,Commercial,Data Analyst,SMA,Cognitive Complexity & Problem-Solving,iq,109.51,108.00,98.62,140.62,92.34
100012,Commercial,Data Analyst,SMA,Cognitive Complexity & Problem-Solving,tiki,6.00,10.00,166.67,140.62,92.34
100012,Commercial,Data Analyst,SMA,Core Competencies,avg_competency_score_tv,3.39,2.72,80.31,80.31,92.34
100012,Commercial,Data Analyst,SMA,Motivation & Drive,pauli,63.50,20.00,31.50,31.50,92.34
100012,Commercial,Data Analyst,SMA,PAPI General Score,papi_score_tv,5.00,4.15,83.00,83.00,92.34
100012,Commercial,Data Analyst,SMA,Social Orientation & Collaboration,faxtor,59.00,70.00,118.64,118.64,92.34
100012,Commercial,Data Analyst,SMA,Top Strength Theme,strength_theme,0,Belief,100.00,100.00,92.34
100013,HR & Corp Affairs,Supply Planner,D3,Cognitive Complexity & Problem-Solving,gtq,27.46,33.00,120.15,127.79,99.08
100013,HR & Corp Affairs,Supply Planner,D3,Cognitive Complexity & Problem-Solving,iq,109.51,124.00,113.23,127.79,99.08
100013,HR & Corp Affairs,Supply Planner,D3,Cognitive Complexity & Problem-Solving,tiki,6.00,9.00,150.00,127.79,99.08
100013,HR & Corp Affairs,Supply Planner,D3,Core Competencies,avg_competency_score_tv,3.39,2.64,77.89,77.89,99.08
100013,HR & Corp Affairs,Supply Planner,D3,Motivation & Drive,pauli,63.50,88.00,138.58,138.58,99.08
100013,HR & Corp Affairs,Supply Planner,D3,PAPI General Score,papi_score_tv,5.00,4.80,96.00,96.00,99.08
100013,HR & Corp Affairs,Supply Planner,D3,Social Orientation & Collaboration,faxtor,59.00,32.00,54.24,54.24,99.08
100013,HR & Corp Affairs,Supply Planner,D3,Top Strength Theme,strength_theme,0,Belief,100.00,100.00,99.08
100014,Commercial,Supply Planner,SMA,Cognitive Complexity & Problem-Solving,gtq,27.46,24.00,87.38,96.02,89.52
100014,Commercial,Supply Planner,SMA,Cognitive Complexity & Problem-Solving,iq,109.51,92.00,84.01,96.02,89.52
100014,Commercial,Supply Planner,SMA,Cognitive Complexity & Problem-Solving,tiki,6.00,7.00,116.67,96.02,89.52
100014,Commercial,Supply Planner,SMA,Core Competencies,avg_competency_score_tv,3.39,3.17,93.70,93.70,89.52
100014,Commercial,Supply Planner,SMA,Motivation & Drive,pauli,63.50,92.00,144.88,144.88,89.52
100014,Commercial,Supply Planner,SMA,PAPI General Score,papi_score_tv,5.00,5.55,110.98,110.98,89.52
100014,Commercial,Supply Planner,SMA,Social Orientation & Collaboration,faxtor,59.00,54.00,91.53,91.53,89.52
100014,Commercial,Supply Planner,SMA,Top Strength Theme,strength_theme,0,Empathy,0.00,0.00,89.52
100015,HR & Corp Affairs,Finance Officer,S1,Cognitive Complexity & Problem-Solving,gtq,27.46,27.46,100.00,105.56,88.63
100015,HR & Corp Affairs,Finance Officer,S1,Cognitive Complexity & Problem-Solving,iq,109.51,109.51,100.00,105.56,88.63
100015,HR & Corp Affairs,Finance Officer,S1,Cognitive Complexity & Problem-Solving,tiki,6.00,7.00,116.67,105.56,88.63
100015,HR & Corp Affairs,Finance Officer,S1,Core Competencies,avg_competency_score_tv,3.39,3.03,89.38,89.38,88.63
100015,HR & Corp Affairs,Finance Officer,S1,Motivation & Drive,pauli,63.50,65.00,102.36,102.36,88.63
100015,HR & Corp Affairs,Finance Officer,S1,PAPI General Score,papi_score_tv,5.00,5.20,104.00,104.00,88.63
100015,HR & Corp Affairs,Finance Officer,S1,Social Orientation & Collaboration,faxtor,59.00,77.00,130.51,130.51,88.63
100015,HR & Corp Affairs,Finance Officer,S1,Top Strength Theme,strength_theme,0,Restorative,0.00,0.00,88.63
100016,HR & Corp Affairs,Supply Planner,D3,Cognitive Complexity & Problem-Solving,gtq,27.46,34.00,123.79,98.57,94.62
100016,HR & Corp Affairs,Supply Planner,D3,Cognitive Complexity & Problem-Solving,iq,109.51,97.00,88.57,98.57,94.62
100016,HR & Corp Affairs,Supply Planner,D3,Cognitive Complexity & Problem-Solving,tiki,6.00,5.00,83.33,98.57,94.62
100016,HR & Corp Affairs,Supply Planner,D3,Core Competencies,avg_competency_score_tv,3.39,2.87,84.84,84.84,94.62
100016,HR & Corp Affairs,Supply Planner,D3,Motivation & Drive,pauli,63.50,83.00,130.71,130.71,94.62
100016,HR & Corp Affairs,Supply Planner,D3,PAPI General Score,papi_score_tv,5.00,4.80,96.00,96.00,94.62
100016,HR & Corp Affairs,Supply Planner,D3,Social Orientation & Collaboration,faxtor,59.00,93.00,157.63,157.63,94.62
100016,HR & Corp Affairs,Supply Planner,D3,Top Strength Theme,strength_theme,0,Adaptability,0.00,0.00,94.62
100017,HR & Corp Affairs,HRBP,S1,Cognitive Complexity & Problem-Solving,gtq,27.46,31.00,112.87,75.75,78.34
100017,HR & Corp Affairs,HRBP,S1,Cognitive Complexity & Problem-Solving,iq,109.51,107.00,97.70,75.75,78.34
100017,HR & Corp Affairs,HRBP,S1,Cognitive Complexity & Problem-Solving,tiki,6.00,1.00,16.67,75.75,78.34
100017,HR & Corp Affairs,HRBP,S1,Core Competencies,avg_competency_score_tv,3.39,3.15,93.11,93.11,78.34
100017,HR & Corp Affairs,HRBP,S1,Motivation & Drive,pauli,63.50,55.00,86.61,86.61,78.34
100017,HR & Corp Affairs,HRBP,S1,PAPI General Score,papi_score_tv,5.00,3.95,79.00,79.00,78.34
100017,HR & Corp Affairs,HRBP,S1,Social Orientation & Collaboration,faxtor,59.00,80.00,135.59,135.59,78.34
100017,HR & Corp Affairs,HRBP,S1,Top Strength Theme,strength_theme,0,Individualization,0.00,0.00,78.34
100018,Technology,Sales Superviser,D3,Cognitive Complexity & Problem-Solving,gtq,27.46,28.00,101.95,83.98,84.46
100018,Technology,Sales Superviser,D3,Cognitive Complexity & Problem-Solving,iq,109.51,109.51,100.00,83.98,84.46
100018,Technology,Sales Superviser,D3,Cognitive Complexity & Problem-Solving,tiki,6.00,3.00,50.00,83.98,84.46
100018,Technology,Sales Superviser,D3,Core Competencies,avg_competency_score_tv,3.39,3.01,88.86,88.86,84.46
100018,Technology,Sales Superviser,D3,Motivation & Drive,pauli,63.50,66.00,103.94,103.94,84.46
100018,Technology,Sales Superviser,D3,PAPI General Score,papi_score_tv,5.00,5.65,113.01,113.01,84.46
100018,Technology,Sales Superviser,D3,Social Orientation & Collaboration,faxtor,59.00,69.00,116.95,116.95,84.46
100018,Technology,Sales Superviser,D3,Top Strength Theme,strength_theme,0,Harmony,0.00,0.00,84.46
100019,HR & Corp Affairs,HRBP,S2,Cognitive Complexity & Problem-Solving,gtq,27.46,23.00,83.74,121.52,91.08
100019,HR & Corp Affairs,HRBP,S2,Cognitive Complexity & Problem-Solving,iq,109.51,125.00,114.14,121.52,91.08
100019,HR & Corp Affairs,HRBP,S2,Cognitive Complexity & Problem-Solving,tiki,6.00,10.00,166.67,121.52,91.08
100019,HR & Corp Affairs,HRBP,S2,Core Competencies,avg_competency_score_tv,3.39,5.44,160.81,160.81,91.08
100019,HR & Corp Affairs,HRBP,S2,Motivation & Drive,pauli,63.50,28.00,44.09,44.09,91.08
100019,HR & Corp Affairs,HRBP,S2,PAPI General Score,papi_score_tv,5.00,4.90,98.00,98.00,91.08
100019,HR & Corp Affairs,HRBP,S2,Social Orientation & Collaboration,faxtor,59.00,72.00,122.03,122.03,91.08
100019,HR & Corp Affairs,HRBP,S2,Top Strength Theme,strength_theme,0,Strategic,0.00,0.00,91.08
100020,Commercial,Brand Executive,SMA,Cognitive Complexity & Problem-Solving,gtq,27.46,33.00,120.15,85.78,92.51
100020,Commercial,Brand Executive,SMA,Cognitive Complexity & Problem-Solving,iq,109.51,132.00,120.53,85.78,92.51
100020,Commercial,Brand Executive,SMA,Cognitive Complexity & Problem-Solving,tiki,6.00,1.00,16.67,85.78,92.51
100020,Commercial,Brand Executive,SMA,Core Competencies,avg_competency_score_tv,3.39,3.52,103.92,103.92,92.51
100020,Commercial,Brand Executive,SMA,Motivation & Drive,pauli,63.50,83.00,130.71,130.71,92.51
100020,Commercial,Brand Executive,SMA,PAPI General Score,papi_score_tv,5.00,4.70,94.00,94.00,92.51
100020,Commercial,Brand Executive,SMA,Social Orientation & Collaboration,faxtor,59.00,83.00,140.68,140.68,92.51
100020,Commercial,Brand Executive,SMA,Top Strength Theme,strength_theme,0,Includer,0.00,0.00,92.51
100021,HR & Corp Affairs,Brand Executive,S1,Cognitive Complexity & Problem-Solving,gtq,27.46,27.46,100.00,77.78,61.83
100021,HR & Corp Affairs,Brand Executive,S1,Cognitive Complexity & Problem-Solving,iq,109.51,109.51,100.00,77.78,61.83
100021,HR & Corp Affairs,Brand Executive,S1,Cognitive Complexity & Problem-Solving,tiki,6.00,2.00,33.33,77.78,61.83
100021,HR & Corp Affairs,Brand Executive,S1,Core Competencies,avg_competency_score_tv,3.39,3.92,115.92,115.92,61.83
100021,HR & Corp Affairs,Brand Executive,S1,Motivation & Drive,pauli,63.50,22.00,34.65,34.65,61.83
100021,HR & Corp Affairs,Brand Executive,S1,PAPI General Score,papi_score_tv,5.00,4.25,85.00,85.00,61.83
100021,HR & Corp Affairs,Brand Executive,S1,Social Orientation & Collaboration,faxtor,59.00,34.00,57.63,57.63,61.83
100021,HR & Corp Affairs,Brand Executive,S1,Top Strength Theme,strength_theme,0,Significance,0.00,0.00,61.83
100022,HR & Corp Affairs,Data Analyst,S2,Cognitive Complexity & Problem-Solving,gtq,27.46,35.00,127.44,114.62,92.01
100022,HR & Corp Affairs,Data Analyst,S2,Cognitive Complexity & Problem-Solving,iq,109.51,91.00,83.09,114.62,92.01
100022,HR & Corp Affairs,Data Analyst,S2,Cognitive Complexity & Problem-Solving,tiki,6.00,8.00,133.33,114.62,92.01
100022,HR & Corp Affairs,Data Analyst,S2,Core Competencies,avg_competency_score_tv,3.39,3.42,100.97,100.97,92.01
100022,HR & Corp Affairs,Data Analyst,S2,Motivation & Drive,pauli,63.50,49.00,77.17,77.17,92.01
100022,HR & Corp Affairs,Data Analyst,S2,PAPI General Score,papi_score_tv,5.00,5.00,99.99,99.99,92.01
100022,HR & Corp Affairs,Data Analyst,S2,Social Orientation & Collaboration,faxtor,59.00,94.00,159.32,159.32,92.01
100022,HR & Corp Affairs,Data Analyst,S2,Top Strength Theme,strength_theme,0,Discipline,0.00,0.00,92.01
100023,HR & Corp Affairs,Finance Officer,SMA,Cognitive Complexity & Problem-Solving,gtq,27.46,30.00,109.23,106.50,81.22
100023,HR & Corp Affairs,Finance Officer,SMA,Cognitive Complexity & Problem-Solving,iq,109.51,139.00,126.92,106.50,81.22
100023,HR & Corp Affairs,Finance Officer,SMA,Cognitive Complexity & Problem-Solving,tiki,6.00,5.00,83.33,106.50,81.22
100023,HR & Corp Affairs,Finance Officer,SMA,Core Competencies,avg_competency_score_tv,3.39,2.41,71.25,71.25,81.22
100023,HR & Corp Affairs,Finance Officer,SMA,Motivation & Drive,pauli,63.50,86.00,135.43,135.43,81.22
100023,HR & Corp Affairs,Finance Officer,SMA,PAPI General Score,papi_score_tv,5.00,4.30,86.00,86.00,81.22
100023,HR & Corp Affairs,Finance Officer,SMA,Social Orientation & Collaboration,faxtor,59.00,52.00,88.14,88.14,81.22
100023,HR & Corp Affairs,Finance Officer,SMA,Top Strength Theme,strength_theme,0,Arranger,0.00,0.00,81.22
100024,HR & Corp Affairs,Sales Superviser,S2,Cognitive Complexity & Problem-Solving,gtq,27.46,23.00,83.74,96.48,72.79
100024,HR & Corp Affairs,Sales Superviser,S2,Cognitive Complexity & Problem-Solving,iq,109.51,134.00,122.36,96.48,72.79
100024,HR & Corp Affairs,Sales Superviser,S2,Cognitive Complexity & Problem-Solving,tiki,6.00,5.00,83.33,96.48,72.79
100024,HR & Corp Affairs,Sales Superviser,S2,Core Competencies,avg_competency_score_tv,3.39,3.71,109.47,109.47,72.79
100024,HR & Corp Affairs,Sales Superviser,S2,Motivation & Drive,pauli,63.50,64.00,100.79,100.79,72.79
100024,HR & Corp Affairs,Sales Superviser,S2,PAPI General Score,papi_score_tv,5.00,4.55,91.01,91.01,72.79
100024,HR & Corp Affairs,Sales Superviser,S2,Social Orientation & Collaboration,faxtor,59.00,23.00,38.98,38.98,72.79
100024,HR & Corp Affairs,Sales Superviser,S2,Top Strength Theme,strength_theme,0,Connectedness,0.00,0.00,72.79
100025,Technology,Brand Executive,S1,Cognitive Complexity & Problem-Solving,gtq,27.46,34.00,123.79,119.04,87.91
100025,Technology,Brand Executive,S1,Cognitive Complexity & Problem-Solving,iq,109.51,109.51,100.00,119.04,87.91
100025,Technology,Brand Executive,S1,Cognitive Complexity & Problem-Solving,tiki,6.00,8.00,133.33,119.04,87.91
100025,Technology,Brand Executive,S1,Core Competencies,avg_competency_score_tv,3.39,3.24,95.61,95.61,87.91
100025,Technology,Brand Executive,S1,Motivation & Drive,pauli,63.50,53.00,83.46,83.46,87.91
100025,Technology,Brand Executive,S1,PAPI General Score,papi_score_tv,5.00,5.45,109.00,109.00,87.91
100025,Technology,Brand Executive,S1,Social Orientation & Collaboration,faxtor,59.00,71.00,120.34,120.34,87.91
100025,Technology,Brand Executive,S1,Top Strength Theme,strength_theme,0,Adaptability,0.00,0.00,87.91
100026,HR & Corp Affairs,HRBP,SMA,Cognitive Complexity & Problem-Solving,gtq,27.46,32.00,116.51,93.63,85.82
100026,HR & Corp Affairs,HRBP,SMA,Cognitive Complexity & Problem-Solving,iq,109.51,107.00,97.70,93.63,85.82
100026,HR & Corp Affairs,HRBP,SMA,Cognitive Complexity & Problem-Solving,tiki,6.00,4.00,66.67,93.63,85.82
100026,HR & Corp Affairs,HRBP,SMA,Core Competencies,avg_competency_score_tv,3.39,3.33,98.37,98.37,85.82
100026,HR & Corp Affairs,HRBP,SMA,Motivation & Drive,pauli,63.50,96.00,151.18,151.18,85.82
100026,HR & Corp Affairs,HRBP,SMA,PAPI General Score,papi_score_tv,5.00,5.45,109.01,109.01,85.82
100026,HR & Corp Affairs,HRBP,SMA,Social Orientation & Collaboration,faxtor,59.00,37.00,62.71,62.71,85.82
100026,HR & Corp Affairs,HRBP,SMA,Top Strength Theme,strength_theme,0,Competition,0.00,0.00,85.82
100027,Commercial,Data Analyst,S2,Cognitive Complexity & Problem-Solving,gtq,27.46,18.00,65.54,101.37,91.07
100027,Commercial,Data Analyst,S2,Cognitive Complexity & Problem-Solving,iq,109.51,97.00,88.57,101.37,91.07
100027,Commercial,Data Analyst,S2,Cognitive Complexity & Problem-Solving,tiki,6.00,9.00,150.00,101.37,91.07
100027,Commercial,Data Analyst,S2,Core Competencies,avg_competency_score_tv,3.39,2.46,72.79,72.79,91.07
100027,Commercial,Data Analyst,S2,Motivation & Drive,pauli,63.50,93.00,146.46,146.46,91.07
100027,Commercial,Data Analyst,S2,PAPI General Score,papi_score_tv,5.00,4.85,97.00,97.00,91.07
100027,Commercial,Data Analyst,S2,Social Orientation & Collaboration,faxtor,59.00,76.00,128.81,128.81,91.07
100027,Commercial,Data Analyst,S2,Top Strength Theme,strength_theme,0,Discipline,0.00,0.00,91.07
100028,Commercial,Finance Officer,SMA,Cognitive Complexity & Problem-Solving,gtq,27.46,20.00,72.82,73.51,87.17
100028,Commercial,Finance Officer,SMA,Cognitive Complexity & Problem-Solving,iq,109.51,107.00,97.70,73.51,87.17
100028,Commercial,Finance Officer,SMA,Cognitive Complexity & Problem-Solving,tiki,6.00,3.00,50.00,73.51,87.17
100028,Commercial,Finance Officer,SMA,Core Competencies,avg_competency_score_tv,3.39,3.00,88.58,88.58,87.17
100028,Commercial,Finance Officer,SMA,Motivation & Drive,pauli,63.50,95.00,149.61,149.61,87.17
100028,Commercial,Finance Officer,SMA,PAPI General Score,papi_score_tv,5.00,4.55,91.00,91.00,87.17
100028,Commercial,Finance Officer,SMA,Social Orientation & Collaboration,faxtor,59.00,71.00,120.34,120.34,87.17
100028,Commercial,Finance Officer,SMA,Top Strength Theme,strength_theme,0,Deliberative,0.00,0.00,87.17
100029,Commercial,Sales Superviser,D3,Cognitive Complexity & Problem-Solving,gtq,27.46,29.00,105.59,122.71,98.55
100029,Commercial,Sales Superviser,D3,Cognitive Complexity & Problem-Solving,iq,109.51,105.00,95.88,122.71,98.55
100029,Commercial,Sales Superviser,D3,Cognitive Complexity & Problem-Solving,tiki,6.00,10.00,166.67,122.71,98.55
100029,Commercial,Sales Superviser,D3,Core Competencies,avg_competency_score_tv,3.39,3.22,95.06,95.06,98.55
100029,Commercial,Sales Superviser,D3,Motivation & Drive,pauli,63.50,93.00,146.46,146.46,98.55
